doc,3,27
grumpy,1,27
happy,1,27
sleepy,1,27
dopey,2,27
bashful,3,27
sneezy,2,27
kylie,2,28
rob,3,28
kendall,2,28
kourtney,1,28
khloe,1,28
brandon,3,28
