Nord univeristet,3,23
Norges miljø- og biovitenskapelige univeristet,3,23
Norges teknisk naturvitenskapelig univeristet,1,23
Oslomet,2,23
Universitetet i Agder,3,23
Universitetet i Bergen,2,23
Universitetet i Oslo,1,23
Universitetet i Stavanger,2,23
Universitetet i Søtøst-Norge,3,23
Universitetet i Tromsø,3,23
