Liverpool,1,6
Manchester City,1,6
Manchester United,1,6
Totteham Hotspur,1,6
Arsenal,1,6
Chelsea,1,6
Burnley,2,6
Southampton,2,6
Leicester,2,6
Brighton Hove Albion,3,6
Everton,1,6
Newcastle,2,6
Cardiff City,3,6
Bournemouth,2,6
Huddersfield,3,6
Fulham,3,6
Crystal Palace,2,6
West Ham,2,6
Watford,2,6
Wolverhampton,3,6
